Character	Modern (Beijing) reading	Preclassic Old Chinese	Classic Old Chinese	Western Han Chinese	Eastern Han Chinese	Early Postclassic Chinese	Middle Postclassic Chinese	Late Postclassic Chinese	Middle Chinese	English meaning	Russian meaning[s]	Comments	Sino-Tibetan etymology	Dialectal data	Radical	Four-angle index	Karlgren code	Go-on	Kan-on	Japanese reading	Vietnamese reading	Jianchuan Bai	Dali Bai	Bijiang Bai	Shijing occurrences	Fanqie	Rhyme class	Shuowen gloss
牼	kēng	khrēŋ	khrēŋ	khrēŋ	khriēŋ	khiẹ̄ŋ	khiẹ̄ŋ	khiẹ̄ŋ	khạiŋ	shank bone of ox [Han]	бабки, нижние суставы ног ( у рогатого скота )	Also read *ghrēŋ, MC ɣạiŋ id.	Sino-Tibetan etymology		93	124	0831 q-r											
牿	gù	kūk	kūk	kǝ̄uk	kǝ̄uk	kǝ̄uk	kǝ̄uk	kōk	kok	pen, stable	1) загон для скота; 2) деревянная поперечина, надеваемая на рога быка		Sino-Tibetan etymology		93	1320	1039 l											
猝	cù										внезапно, стремительно				94	2309												
猗	yī	ʔaj	ʔaj	ʔaj	ʔe	ʔe	ʔe	ʔe	ʔe	(perhaps) be lush	1) а! ( восклицание одобрения ); 2) древн. конечная частица, соответствующая 兮	Used also for a homonymous *ʔaj 'first syllable of exclamations; a prosodic final particle', as well as for *ʔājʔ, MC ʔấ (FQ JY 倚可), Pek. ě, Go, Kan a in the compound 猗儺 *ʔājʔ-nājʔ (or actually *ʔārʔ-nārʔ ?) 'be supple and rich, graceful and rich' (with an alternative 平聲 reading *ʔāj-nāj, MC ʔâ-nâ, Pek. ē-nuó), later usually written as �娜 q.v. The character is also used during E. Zhou as a loan for 倚 *ʔajʔ q.v.			94	3015	0001 |h ́	i	i	i;a;uruwashii;shigoku					55.1_, 55.3			
猘	zhì										1) бешеная собака; 2) дикий зверь				94	2859												
猊	ní										лев; перен. Будда				94	7364												
猏	jiān	kēn	kēn	kjān	kiān	kiēn	kiēn	kiēn	kien	pig or boar 3 years old [LZ]		= 豜 q.v.			0	0	0240 b-d											
猞	shè										дикий кот (Nyctereutus procynoides)				94	1312												
玈	lú	r(h)ā	r(h)ā	r(h)ā	r(h)ā	l(h)ō	l(h)ō	l(h)ō	lo	black [LZ]					0	0	0077 f											
珵															0	0	0835 s											
珽	tǐng										яшмовый скипетр*				96	9999	0835 p											
琇	xiù	slhuʔs	sl̥uh	sl̥ǝwh	s(h)ǝwh	s(h)ìw	s(h)ǝ̀w	s(h)ǝ̀w	sjǝ̀w	a k. of precious stone	камень, похожий на яшму	Also read *slhuʔ (MC sjǝ́w) id.			96	4617	1095 c								55.2			
畤															0	0	0961 r											
痒	yáng	lhaŋ	lhaŋ	lhaŋ	zhaŋ	zhaŋ	zhaŋ	zhaŋ	zjaŋ	be sick, suffering			Sino-Tibetan etymology	Dialectal data	0	0												
痏	wěi	w(h)rǝʔ	w(h)rǝ́	w(h)rǝ́	w(h)rǝ́	w(h)ɨ́	w(h)íj	w(h)í	wí	wound			Sino-Tibetan etymology		0	0												
痑	zhén	thāj	thāj	thāj	thǟ	thā	thā	thā	thâ	exhausted, sick (e.g. horses)	зрачок	Also read *tāj-s, MC tầ, Pek. duò id.			109	5029	0003 d											
眹	zhén										зрачок				109	5029												
眯	mǐ										1) засорить глаза; 2) прищуриться ( от смеха )				109	5309	0598 d											
